ks	count
KP_20300165982451	450
KP_20300165961278	454
KP_20300165932859	456
KP_20300165850616	468
KP_20300165896640	471
KP_20300165894699	494
KP_20300165984062	496
KP_20300165852675	504
KP_20300165974861	505
KP_20300165831947	510
KP_20300165993310	512
KP_20300165953215	526
KP_20300165914453	530
KP_20300165920109	550
KP_20300165902480	560
KP_20300165949399	564
KP_20300165938698	576
KP_20300165830213	580
KP_20300165889771	601
KP_20300165828797	611
KP_20300165866599	621
KP_20300165862407	621
KP_20300166006990	630
KP_20300165958795	652
KP_20300165990082	664
KP_20300165840487	664
KP_20300165972224	676
KP_20300165848834	682
KP_20300165898814	703
KP_20300165973979	716
KP_20300165836025	716
KP_20300165976852	719
KP_20300165893630	726
KP_20300165874866	735
KP_20300165819785	747
KP_20300165816615	757
KP_20300165909881	794
KP_20300165864251	877
KP_20300165946142	894
KP_20300165821419	897
KP_20300165857936	901
KP_20300165837346	909
KP_20300165845442	912
KP_20300165933049	919
KP_20300165918301	937
KP_20300165943870	1001
KP_20300165954079	1013
KP_20300165900076	1017
KP_20300166295274	1028
KP_20300165827484	1087
KP_20300165999216	1109
KP_20300165835838	1119
KP_20300165937223	1167
KP_20300165945267	1266
KP_20300165940528	1270
KP_20300165947063	1281
KP_20300166000259	1324
KP_20300165995178	1334
KP_20300165966116	1340
KP_20300165899825	1370
KP_20300165822203	1402
KP_20300165851880	1427
KP_20300165825027	1443
KP_20300165970659	1452
KP_20300165977307	1457
KP_20300165869259	1530
KP_20300165813983	1535
KP_20300165820193	1604
KP_20300166003921	1631
KP_20300165860812	1650
KP_20300165960931	1773
KP_20300165906092	1849
KP_20300165959988	1866
KP_20300165853149	2080
KP_20300165882870	2108
KP_20300165832133	2110
KP_20300165955084	2181
KP_20300165826616	2314
KP_20300165814158	2330
KP_20300165871127	2366
KP_20300165867671	2377
KP_20300165963340	2686
KP_20300165859058	2767
KP_20300165952859	2778
KP_20300165824384	2787
KP_20300165833354	2938
KP_20300165877144	3023
KP_20300166002416	3138
KP_20300165812071	3157
KP_20300165839260	3271
KP_20300165846148	3912
KP_20300165842620	3971
KP_20300165834329	4691
KP_20300165905993	4860
KP_20300165956598	5129
KP_20300166281148	10038
KP_20300165838034	12255
KP_20300165998320	94818
